nazione,fascia_eta,misura,sesso,anno,valore
EA20,Y25-54,Thousand persons,M,2022,3549.0
EA20,Y25-54,Thousand persons,M,2023,3452.0
EA20,Y25-54,Thousand persons,M,2024,3424.0
EE,Y25-54,Thousand persons,M,2009,40.0
EE,Y25-54,Thousand persons,M,2010,44.0
EE,Y25-54,Thousand persons,M,2011,29.0
EE,Y25-54,Thousand persons,M,2012,25.0
EE,Y25-54,Thousand persons,M,2013,21.0
EE,Y25-54,Thousand persons,M,2014,18.0
EE,Y25-54,Thousand persons,M,2015,14.0
EE,Y25-54,Thousand persons,M,2016,16.0
EE,Y25-54,Thousand persons,M,2017,13.0
EE,Y25-54,Thousand persons,M,2018,11.0
EE,Y25-54,Thousand persons,M,2019,8.0
EE,Y25-54,Thousand persons,M,2020,15.0
EE,Y25-54,Thousand persons,M,2021,15.0
EE,Y25-54,Thousand persons,M,2022,13.0
EE,Y25-54,Thousand persons,M,2023,14.0
EE,Y25-54,Thousand persons,M,2024,18.0
EL,Y25-54,Thousand persons,M,2009,150.0
EL,Y25-54,Thousand persons,M,2010,217.0
EL,Y25-54,Thousand persons,M,2011,328.0
EL,Y25-54,Thousand persons,M,2012,468.0
EL,Y25-54,Thousand persons,M,2013,521.0
EL,Y25-54,Thousand persons,M,2014,494.0
EL,Y25-54,Thousand persons,M,2015,445.0
EL,Y25-54,Thousand persons,M,2016,396.0
EL,Y25-54,Thousand persons,M,2017,355.0
EL,Y25-54,Thousand persons,M,2018,309.0
EL,Y25-54,Thousand persons,M,2019,278.0
EL,Y25-54,Thousand persons,M,2020,270.0
EL,Y25-54,Thousand persons,M,2021,209.0
EL,Y25-54,Thousand persons,M,2022,171.0
EL,Y25-54,Thousand persons,M,2023,159.0
EL,Y25-54,Thousand persons,M,2024,153.0
ES,Y25-54,Thousand persons,M,2009,1642.0
ES,Y25-54,Thousand persons,M,2010,1827.0
ES,Y25-54,Thousand persons,M,2011,1967.0
ES,Y25-54,Thousand persons,M,2012,2317.0
ES,Y25-54,Thousand persons,M,2013,2352.0
ES,Y25-54,Thousand persons,M,2014,2110.0
ES,Y25-54,Thousand persons,M,2015,1820.0
ES,Y25-54,Thousand persons,M,2016,1546.0
ES,Y25-54,Thousand persons,M,2017,1295.0
ES,Y25-54,Thousand persons,M,2018,1127.0
ES,Y25-54,Thousand persons,M,2019,1019.0
ES,Y25-54,Thousand persons,M,2020,1132.0
ES,Y25-54,Thousand persons,M,2021,1084.0
ES,Y25-54,Thousand persons,M,2022,926.0
ES,Y25-54,Thousand persons,M,2023,843.0
ES,Y25-54,Thousand persons,M,2024,814.0
EU27_2020,Y25-54,Thousand persons,M,2009,6896.0
EU27_2020,Y25-54,Thousand persons,M,2010,7476.0
EU27_2020,Y25-54,Thousand persons,M,2011,7407.0
EU27_2020,Y25-54,Thousand persons,M,2012,8301.0
EU27_2020,Y25-54,Thousand persons,M,2013,8706.0
EU27_2020,Y25-54,Thousand persons,M,2014,8206.0
EU27_2020,Y25-54,Thousand persons,M,2015,7542.0
EU27_2020,Y25-54,Thousand persons,M,2016,6719.0
EU27_2020,Y25-54,Thousand persons,M,2017,5936.0
EU27_2020,Y25-54,Thousand persons,M,2018,5250.0
EU27_2020,Y25-54,Thousand persons,M,2019,4776.0
EU27_2020,Y25-54,Thousand persons,M,2020,5039.0
EU27_2020,Y25-54,Thousand persons,M,2021,4881.0
EU27_2020,Y25-54,Thousand persons,M,2022,4199.0
EU27_2020,Y25-54,Thousand persons,M,2023,4102.0
EU27_2020,Y25-54,Thousand persons,M,2024,4088.0
FI,Y25-54,Thousand persons,M,2009,70.0
FI,Y25-54,Thousand persons,M,2010,73.0
FI,Y25-54,Thousand persons,M,2011,66.0
FI,Y25-54,Thousand persons,M,2012,65.0
FI,Y25-54,Thousand persons,M,2013,67.0
FI,Y25-54,Thousand persons,M,2014,74.0
FI,Y25-54,Thousand persons,M,2015,77.0
FI,Y25-54,Thousand persons,M,2016,73.0
FI,Y25-54,Thousand persons,M,2017,71.0
FI,Y25-54,Thousand persons,M,2018,60.0
FI,Y25-54,Thousand persons,M,2019,51.0
FI,Y25-54,Thousand persons,M,2020,56.0
FI,Y25-54,Thousand persons,M,2021,68.0
FI,Y25-54,Thousand persons,M,2022,54.0
FI,Y25-54,Thousand persons,M,2023,62.0
FI,Y25-54,Thousand persons,M,2024,75.0
FR,Y25-54,Thousand persons,M,2003,796.0
FR,Y25-54,Thousand persons,M,2004,821.0
FR,Y25-54,Thousand persons,M,2005,822.0
FR,Y25-54,Thousand persons,M,2006,808.0
FR,Y25-54,Thousand persons,M,2007,763.0
FR,Y25-54,Thousand persons,M,2008,683.0
FR,Y25-54,Thousand persons,M,2009,862.0
FR,Y25-54,Thousand persons,M,2010,896.0
FR,Y25-54,Thousand persons,M,2011,896.0
FR,Y25-54,Thousand persons,M,2012,981.0
FR,Y25-54,Thousand persons,M,2013,1052.0
FR,Y25-54,Thousand persons,M,2014,1059.0
FR,Y25-54,Thousand persons,M,2015,1077.0
FR,Y25-54,Thousand persons,M,2016,1004.0
FR,Y25-54,Thousand persons,M,2017,926.0
FR,Y25-54,Thousand persons,M,2018,874.0
FR,Y25-54,Thousand persons,M,2019,814.0
FR,Y25-54,Thousand persons,M,2020,775.0
FR,Y25-54,Thousand persons,M,2021,746.0
FR,Y25-54,Thousand persons,M,2022,683.0
FR,Y25-54,Thousand persons,M,2023,690.0
FR,Y25-54,Thousand persons,M,2024,701.0
HR,Y25-54,Thousand persons,M,2009,48.0
HR,Y25-54,Thousand persons,M,2010,70.0
HR,Y25-54,Thousand persons,M,2011,92.0
HR,Y25-54,Thousand persons,M,2012,108.0
HR,Y25-54,Thousand persons,M,2013,113.0
HR,Y25-54,Thousand persons,M,2014,102.0
HR,Y25-54,Thousand persons,M,2015,95.0
HR,Y25-54,Thousand persons,M,2016,72.0
HR,Y25-54,Thousand persons,M,2017,62.0
HR,Y25-54,Thousand persons,M,2018,45.0
HR,Y25-54,Thousand persons,M,2019,38.0
HR,Y25-54,Thousand persons,M,2020,44.0
HR,Y25-54,Thousand persons,M,2021,44.0
HR,Y25-54,Thousand persons,M,2022,35.0
HR,Y25-54,Thousand persons,M,2023,33.0
HR,Y25-54,Thousand persons,M,2024,31.0
HU,Y25-54,Thousand persons,M,2009,168.0
HU,Y25-54,Thousand persons,M,2010,193.0
HU,Y25-54,Thousand persons,M,2011,179.0
HU,Y25-54,Thousand persons,M,2012,188.0
HU,Y25-54,Thousand persons,M,2013,165.0
HU,Y25-54,Thousand persons,M,2014,121.0
HU,Y25-54,Thousand persons,M,2015,104.0
HU,Y25-54,Thousand persons,M,2016,85.0
HU,Y25-54,Thousand persons,M,2017,65.0
HU,Y25-54,Thousand persons,M,2018,60.0
HU,Y25-54,Thousand persons,M,2019,53.0
HU,Y25-54,Thousand persons,M,2020,70.0
HU,Y25-54,Thousand persons,M,2021,65.0
HU,Y25-54,Thousand persons,M,2022,62.0
HU,Y25-54,Thousand persons,M,2023,67.0
HU,Y25-54,Thousand persons,M,2024,75.0
IE,Y25-54,Thousand persons,M,2009,119.0
IE,Y25-54,Thousand persons,M,2010,137.0
IE,Y25-54,Thousand persons,M,2011,143.0
IE,Y25-54,Thousand persons,M,2012,140.0
IE,Y25-54,Thousand persons,M,2013,117.0
IE,Y25-54,Thousand persons,M,2014,100.0
IE,Y25-54,Thousand persons,M,2015,84.0
IE,Y25-54,Thousand persons,M,2016,70.0
IE,Y25-54,Thousand persons,M,2017,56.0
IE,Y25-54,Thousand persons,M,2018,43.0
IE,Y25-54,Thousand persons,M,2019,39.0
IE,Y25-54,Thousand persons,M,2020,43.0
IE,Y25-54,Thousand persons,M,2021,49.0
IE,Y25-54,Thousand persons,M,2022,36.0
IE,Y25-54,Thousand persons,M,2023,37.0
IE,Y25-54,Thousand persons,M,2024,36.0
IS,Y25-54,Thousand persons,M,2009,4.0
IS,Y25-54,Thousand persons,M,2010,4.0
IS,Y25-54,Thousand persons,M,2011,3.0
IS,Y25-54,Thousand persons,M,2012,3.0
IS,Y25-54,Thousand persons,M,2013,3.0
IS,Y25-54,Thousand persons,M,2014,2.0
IS,Y25-54,Thousand persons,M,2015,2.0
IS,Y25-54,Thousand persons,M,2016,1.0
IS,Y25-54,Thousand persons,M,2017,1.0
IS,Y25-54,Thousand persons,M,2018,2.0
IS,Y25-54,Thousand persons,M,2019,2.0
IS,Y25-54,Thousand persons,M,2020,4.0
IS,Y25-54,Thousand persons,M,2021,3.0
IS,Y25-54,Thousand persons,M,2022,2.0
IS,Y25-54,Thousand persons,M,2023,3.0
IS,Y25-54,Thousand persons,M,2024,3.0
IT,Y25-54,Thousand persons,M,2009,679.0
IT,Y25-54,Thousand persons,M,2010,753.0
IT,Y25-54,Thousand persons,M,2011,750.0
IT,Y25-54,Thousand persons,M,2012,985.0
IT,Y25-54,Thousand persons,M,2013,1165.0
IT,Y25-54,Thousand persons,M,2014,1204.0
IT,Y25-54,Thousand persons,M,2015,1143.0
IT,Y25-54,Thousand persons,M,2016,1104.0
IT,Y25-54,Thousand persons,M,2017,1058.0
IT,Y25-54,Thousand persons,M,2018,978.0
IT,Y25-54,Thousand persons,M,2019,914.0
IT,Y25-54,Thousand persons,M,2020,823.0
IT,Y25-54,Thousand persons,M,2021,822.0
IT,Y25-54,Thousand persons,M,2022,669.0
IT,Y25-54,Thousand persons,M,2023,646.0
IT,Y25-54,Thousand persons,M,2024,564.0
LT,Y25-54,Thousand persons,M,2009,90.0
LT,Y25-54,Thousand persons,M,2010,114.0
LT,Y25-54,Thousand persons,M,2011,91.0
LT,Y25-54,Thousand persons,M,2012,77.0
LT,Y25-54,Thousand persons,M,2013,64.0
LT,Y25-54,Thousand persons,M,2014,59.0
LT,Y25-54,Thousand persons,M,2015,50.0
LT,Y25-54,Thousand persons,M,2016,43.0
LT,Y25-54,Thousand persons,M,2017,41.0
LT,Y25-54,Thousand persons,M,2018,32.0
LT,Y25-54,Thousand persons,M,2019,34.0
LT,Y25-54,Thousand persons,M,2020,42.0
LT,Y25-54,Thousand persons,M,2021,37.0
LT,Y25-54,Thousand persons,M,2022,30.0
LT,Y25-54,Thousand persons,M,2023,33.0
LT,Y25-54,Thousand persons,M,2024,37.0
LU,Y25-54,Thousand persons,M,2009,4.0
LU,Y25-54,Thousand persons,M,2010,3.0
LU,Y25-54,Thousand persons,M,2011,4.0
LU,Y25-54,Thousand persons,M,2012,4.0
LU,Y25-54,Thousand persons,M,2013,5.0
LU,Y25-54,Thousand persons,M,2014,5.0
LU,Y25-54,Thousand persons,M,2015,6.0
LU,Y25-54,Thousand persons,M,2016,6.0
LU,Y25-54,Thousand persons,M,2017,6.0
LU,Y25-54,Thousand persons,M,2018,6.0
LU,Y25-54,Thousand persons,M,2019,6.0
LU,Y25-54,Thousand persons,M,2020,7.0
LU,Y25-54,Thousand persons,M,2021,5.0
LU,Y25-54,Thousand persons,M,2022,5.0
LU,Y25-54,Thousand persons,M,2023,6.0
LU,Y25-54,Thousand persons,M,2024,8.0
LV,Y25-54,Thousand persons,M,2009,76.0
LV,Y25-54,Thousand persons,M,2010,83.0
LV,Y25-54,Thousand persons,M,2011,66.0
LV,Y25-54,Thousand persons,M,2012,56.0
LV,Y25-54,Thousand persons,M,2013,44.0
LV,Y25-54,Thousand persons,M,2014,41.0
LV,Y25-54,Thousand persons,M,2015,38.0
LV,Y25-54,Thousand persons,M,2016,35.0
LV,Y25-54,Thousand persons,M,2017,32.0
LV,Y25-54,Thousand persons,M,2018,29.0
LV,Y25-54,Thousand persons,M,2019,23.0
LV,Y25-54,Thousand persons,M,2020,31.0
LV,Y25-54,Thousand persons,M,2021,30.0
LV,Y25-54,Thousand persons,M,2022,25.0
LV,Y25-54,Thousand persons,M,2023,24.0
LV,Y25-54,Thousand persons,M,2024,26.0
ME,Y25-54,Thousand persons,M,2011,20.0
ME,Y25-54,Thousand persons,M,2012,20.0
ME,Y25-54,Thousand persons,M,2013,20.0
ME,Y25-54,Thousand persons,M,2014,18.0
ME,Y25-54,Thousand persons,M,2015,18.0
ME,Y25-54,Thousand persons,M,2016,20.0
ME,Y25-54,Thousand persons,M,2017,17.0
ME,Y25-54,Thousand persons,M,2018,17.0
ME,Y25-54,Thousand persons,M,2019,17.0
ME,Y25-54,Thousand persons,M,2020,18.0
MK,Y25-54,Thousand persons,M,2009,124.0
MK,Y25-54,Thousand persons,M,2010,125.0
MK,Y25-54,Thousand persons,M,2011,121.0
MK,Y25-54,Thousand persons,M,2012,124.0
MK,Y25-54,Thousand persons,M,2013,114.0
MK,Y25-54,Thousand persons,M,2014,109.0
MK,Y25-54,Thousand persons,M,2015,106.0
MK,Y25-54,Thousand persons,M,2016,98.0
MK,Y25-54,Thousand persons,M,2017,90.0
MK,Y25-54,Thousand persons,M,2018,82.0
MK,Y25-54,Thousand persons,M,2019,68.0
MK,Y25-54,Thousand persons,M,2020,66.0
MT,Y25-54,Thousand persons,M,2009,4.0
MT,Y25-54,Thousand persons,M,2010,5.0
MT,Y25-54,Thousand persons,M,2011,4.0
MT,Y25-54,Thousand persons,M,2012,4.0
MT,Y25-54,Thousand persons,M,2013,4.0
MT,Y25-54,Thousand persons,M,2014,4.0
MT,Y25-54,Thousand persons,M,2015,4.0
MT,Y25-54,Thousand persons,M,2016,3.0
MT,Y25-54,Thousand persons,M,2017,3.0
MT,Y25-54,Thousand persons,M,2018,4.0
MT,Y25-54,Thousand persons,M,2019,4.0
MT,Y25-54,Thousand persons,M,2020,5.0
MT,Y25-54,Thousand persons,M,2021,4.0
MT,Y25-54,Thousand persons,M,2022,4.0
MT,Y25-54,Thousand persons,M,2023,4.0
MT,Y25-54,Thousand persons,M,2024,4.0
NL,Y25-54,Thousand persons,M,2009,95.0
NL,Y25-54,Thousand persons,M,2010,115.0
NL,Y25-54,Thousand persons,M,2011,125.0
NL,Y25-54,Thousand persons,M,2012,151.0
NL,Y25-54,Thousand persons,M,2013,203.0
NL,Y25-54,Thousand persons,M,2014,197.0
NL,Y25-54,Thousand persons,M,2015,171.0
NL,Y25-54,Thousand persons,M,2016,139.0
NL,Y25-54,Thousand persons,M,2017,116.0
NL,Y25-54,Thousand persons,M,2018,98.0
NL,Y25-54,Thousand persons,M,2019,92.0
NL,Y25-54,Thousand persons,M,2020,102.0
NL,Y25-54,Thousand persons,M,2021,82.0
NL,Y25-54,Thousand persons,M,2022,73.0
NL,Y25-54,Thousand persons,M,2023,74.0
NL,Y25-54,Thousand persons,M,2024,75.0
NO,Y25-54,Thousand persons,M,2009,26.0
NO,Y25-54,Thousand persons,M,2010,33.0
NO,Y25-54,Thousand persons,M,2011,27.0
NO,Y25-54,Thousand persons,M,2012,27.0
NO,Y25-54,Thousand persons,M,2013,30.0
NO,Y25-54,Thousand persons,M,2014,32.0
NO,Y25-54,Thousand persons,M,2015,42.0
NO,Y25-54,Thousand persons,M,2016,47.0
NO,Y25-54,Thousand persons,M,2017,38.0
NO,Y25-54,Thousand persons,M,2018,35.0
NO,Y25-54,Thousand persons,M,2019,33.0
NO,Y25-54,Thousand persons,M,2020,40.0
NO,Y25-54,Thousand persons,M,2021,38.0
NO,Y25-54,Thousand persons,M,2022,25.0
NO,Y25-54,Thousand persons,M,2023,29.0
NO,Y25-54,Thousand persons,M,2024,32.0
PL,Y25-54,Thousand persons,M,2009,460.0
PL,Y25-54,Thousand persons,M,2010,565.0
PL,Y25-54,Thousand persons,M,2011,535.0
PL,Y25-54,Thousand persons,M,2012,568.0
PL,Y25-54,Thousand persons,M,2013,581.0
PL,Y25-54,Thousand persons,M,2014,512.0
PL,Y25-54,Thousand persons,M,2015,440.0
PL,Y25-54,Thousand persons,M,2016,361.0
PL,Y25-54,Thousand persons,M,2017,286.0
PL,Y25-54,Thousand persons,M,2018,226.0
PL,Y25-54,Thousand persons,M,2019,179.0
PL,Y25-54,Thousand persons,M,2020,187.0
PL,Y25-54,Thousand persons,M,2021,208.0
PL,Y25-54,Thousand persons,M,2022,174.0
PL,Y25-54,Thousand persons,M,2023,160.0
PL,Y25-54,Thousand persons,M,2024,152.0
PT,Y25-54,Thousand persons,M,2009,208.0
PT,Y25-54,Thousand persons,M,2010,224.0
PT,Y25-54,Thousand persons,M,2011,236.0
PT,Y25-54,Thousand persons,M,2012,294.0
PT,Y25-54,Thousand persons,M,2013,301.0
PT,Y25-54,Thousand persons,M,2014,232.0
PT,Y25-54,Thousand persons,M,2015,206.0
PT,Y25-54,Thousand persons,M,2016,183.0
PT,Y25-54,Thousand persons,M,2017,137.0
PT,Y25-54,Thousand persons,M,2018,103.0
PT,Y25-54,Thousand persons,M,2019,93.0
PT,Y25-54,Thousand persons,M,2020,103.0
PT,Y25-54,Thousand persons,M,2021,97.0
PT,Y25-54,Thousand persons,M,2022,94.0
PT,Y25-54,Thousand persons,M,2023,95.0
PT,Y25-54,Thousand persons,M,2024,95.0
RO,Y25-54,Thousand persons,M,2009,296.0
RO,Y25-54,Thousand persons,M,2010,296.0
RO,Y25-54,Thousand persons,M,2011,281.0
RO,Y25-54,Thousand persons,M,2012,280.0
RO,Y25-54,Thousand persons,M,2013,298.0
RO,Y25-54,Thousand persons,M,2014,286.0
RO,Y25-54,Thousand persons,M,2015,302.0
RO,Y25-54,Thousand persons,M,2016,260.0
RO,Y25-54,Thousand persons,M,2017,217.0
RO,Y25-54,Thousand persons,M,2018,184.0
RO,Y25-54,Thousand persons,M,2019,164.0
RO,Y25-54,Thousand persons,M,2020,202.0
RO,Y25-54,Thousand persons,M,2021,188.0
RO,Y25-54,Thousand persons,M,2022,191.0
RO,Y25-54,Thousand persons,M,2023,182.0
RO,Y25-54,Thousand persons,M,2024,177.0
RS,Y25-54,Thousand persons,M,2010,229.0
RS,Y25-54,Thousand persons,M,2011,285.0
RS,Y25-54,Thousand persons,M,2012,289.0
RS,Y25-54,Thousand persons,M,2013,266.0
RS,Y25-54,Thousand persons,M,2014,232.0
RS,Y25-54,Thousand persons,M,2015,214.0
RS,Y25-54,Thousand persons,M,2016,196.0
RS,Y25-54,Thousand persons,M,2017,170.0
RS,Y25-54,Thousand persons,M,2018,157.0
RS,Y25-54,Thousand persons,M,2019,128.0
RS,Y25-54,Thousand persons,M,2020,109.0
RS,Y25-54,Thousand persons,M,2021,119.0
RS,Y25-54,Thousand persons,M,2022,102.0
RS,Y25-54,Thousand persons,M,2023,97.0
RS,Y25-54,Thousand persons,M,2024,91.0
SE,Y25-54,Thousand persons,M,2005,108.0
SE,Y25-54,Thousand persons,M,2006,90.0
SE,Y25-54,Thousand persons,M,2007,74.0
SE,Y25-54,Thousand persons,M,2008,72.0
SE,Y25-54,Thousand persons,M,2009,113.0
SE,Y25-54,Thousand persons,M,2010,112.0
SE,Y25-54,Thousand persons,M,2011,102.0
SE,Y25-54,Thousand persons,M,2012,111.0
SE,Y25-54,Thousand persons,M,2013,111.0
SE,Y25-54,Thousand persons,M,2014,112.0
SE,Y25-54,Thousand persons,M,2015,109.0
SE,Y25-54,Thousand persons,M,2016,108.0
SE,Y25-54,Thousand persons,M,2017,108.0
SE,Y25-54,Thousand persons,M,2018,102.0
SE,Y25-54,Thousand persons,M,2019,102.0
SE,Y25-54,Thousand persons,M,2020,133.0
SE,Y25-54,Thousand persons,M,2021,126.0
SE,Y25-54,Thousand persons,M,2022,104.0
SE,Y25-54,Thousand persons,M,2023,109.0
SE,Y25-54,Thousand persons,M,2024,119.0
SI,Y25-54,Thousand persons,M,2009,23.0
SI,Y25-54,Thousand persons,M,2010,30.0
SI,Y25-54,Thousand persons,M,2011,32.0
SI,Y25-54,Thousand persons,M,2012,32.0
SI,Y25-54,Thousand persons,M,2013,38.0
SI,Y25-54,Thousand persons,M,2014,35.0
SI,Y25-54,Thousand persons,M,2015,31.0
SI,Y25-54,Thousand persons,M,2016,28.0
SI,Y25-54,Thousand persons,M,2017,21.0
SI,Y25-54,Thousand persons,M,2018,18.0
SI,Y25-54,Thousand persons,M,2019,15.0
SI,Y25-54,Thousand persons,M,2020,17.0
SI,Y25-54,Thousand persons,M,2021,15.0
SI,Y25-54,Thousand persons,M,2022,13.0
SI,Y25-54,Thousand persons,M,2023,12.0
SI,Y25-54,Thousand persons,M,2024,10.0
SK,Y25-54,Thousand persons,M,2009,113.0
SK,Y25-54,Thousand persons,M,2010,140.0
SK,Y25-54,Thousand persons,M,2011,132.0
SK,Y25-54,Thousand persons,M,2012,129.0
SK,Y25-54,Thousand persons,M,2013,137.0
SK,Y25-54,Thousand persons,M,2014,130.0
SK,Y25-54,Thousand persons,M,2015,102.0
SK,Y25-54,Thousand persons,M,2016,86.0
SK,Y25-54,Thousand persons,M,2017,82.0
SK,Y25-54,Thousand persons,M,2018,64.0
SK,Y25-54,Thousand persons,M,2019,58.0
SK,Y25-54,Thousand persons,M,2020,64.0
SK,Y25-54,Thousand persons,M,2021,68.0
SK,Y25-54,Thousand persons,M,2022,60.0
SK,Y25-54,Thousand persons,M,2023,56.0
SK,Y25-54,Thousand persons,M,2024,47.0
TR,Y25-54,Thousand persons,M,2009,1468.0
TR,Y25-54,Thousand persons,M,2010,1245.0
TR,Y25-54,Thousand persons,M,2011,1016.0
TR,Y25-54,Thousand persons,M,2012,958.0
TR,Y25-54,Thousand persons,M,2013,999.0
TR,Y25-54,Thousand persons,M,2014,1159.0
TR,Y25-54,Thousand persons,M,2015,1206.0
TR,Y25-54,Thousand persons,M,2016,1288.0
TR,Y25-54,Thousand persons,M,2017,1259.0
TR,Y25-54,Thousand persons,M,2018,1298.0
TR,Y25-54,Thousand persons,M,2019,1739.0
TR,Y25-54,Thousand persons,M,2020,1738.0
TR,Y25-54,Thousand persons,M,2021,1531.0
TR,Y25-54,Thousand persons,M,2022,1295.0
TR,Y25-54,Thousand persons,M,2023,1107.0
TR,Y25-54,Thousand persons,M,2024,1023.0
AT,Y25-54,Thousand persons,T,2009,160.0
AT,Y25-54,Thousand persons,T,2010,150.0
AT,Y25-54,Thousand persons,T,2011,137.0
AT,Y25-54,Thousand persons,T,2012,149.0
AT,Y25-54,Thousand persons,T,2013,170.0
AT,Y25-54,Thousand persons,T,2014,180.0
AT,Y25-54,Thousand persons,T,2015,181.0
AT,Y25-54,Thousand persons,T,2016,191.0
AT,Y25-54,Thousand persons,T,2017,182.0
AT,Y25-54,Thousand persons,T,2018,156.0
AT,Y25-54,Thousand persons,T,2019,148.0
AT,Y25-54,Thousand persons,T,2020,179.0
AT,Y25-54,Thousand persons,T,2021,189.0
AT,Y25-54,Thousand persons,T,2022,143.0
AT,Y25-54,Thousand persons,T,2023,151.0
AT,Y25-54,Thousand persons,T,2024,158.0
BA,Y25-54,Thousand persons,T,2021,168.0
BA,Y25-54,Thousand persons,T,2022,150.0
BA,Y25-54,Thousand persons,T,2023,133.0
BA,Y25-54,Thousand persons,T,2024,133.0
BE,Y25-54,Thousand persons,T,2009,264.0
BE,Y25-54,Thousand persons,T,2010,288.0
BE,Y25-54,Thousand persons,T,2011,248.0
BE,Y25-54,Thousand persons,T,2012,264.0
BE,Y25-54,Thousand persons,T,2013,290.0
BE,Y25-54,Thousand persons,T,2014,301.0
BE,Y25-54,Thousand persons,T,2015,303.0
BE,Y25-54,Thousand persons,T,2016,278.0
BE,Y25-54,Thousand persons,T,2017,242.0
BE,Y25-54,Thousand persons,T,2018,209.0
BE,Y25-54,Thousand persons,T,2019,185.0
BE,Y25-54,Thousand persons,T,2020,195.0
BE,Y25-54,Thousand persons,T,2021,210.0
BE,Y25-54,Thousand persons,T,2022,191.0
BE,Y25-54,Thousand persons,T,2023,192.0
BE,Y25-54,Thousand persons,T,2024,197.0
BG,Y25-54,Thousand persons,T,2009,186.0
BG,Y25-54,Thousand persons,T,2010,267.0
BG,Y25-54,Thousand persons,T,2011,290.0
BG,Y25-54,Thousand persons,T,2012,308.0
BG,Y25-54,Thousand persons,T,2013,322.0
BG,Y25-54,Thousand persons,T,2014,290.0
BG,Y25-54,Thousand persons,T,2015,237.0
BG,Y25-54,Thousand persons,T,2016,200.0
BG,Y25-54,Thousand persons,T,2017,172.0
BG,Y25-54,Thousand persons,T,2018,149.0
BG,Y25-54,Thousand persons,T,2019,119.0
BG,Y25-54,Thousand persons,T,2020,134.0
BG,Y25-54,Thousand persons,T,2021,109.0
BG,Y25-54,Thousand persons,T,2022,89.0
BG,Y25-54,Thousand persons,T,2023,92.0
BG,Y25-54,Thousand persons,T,2024,89.0
CH,Y25-54,Thousand persons,T,2010,137.0
CH,Y25-54,Thousand persons,T,2011,125.0
CH,Y25-54,Thousand persons,T,2012,128.0
CH,Y25-54,Thousand persons,T,2013,140.0
CH,Y25-54,Thousand persons,T,2014,148.0
CH,Y25-54,Thousand persons,T,2015,141.0
CH,Y25-54,Thousand persons,T,2016,154.0
CH,Y25-54,Thousand persons,T,2017,152.0
CH,Y25-54,Thousand persons,T,2018,149.0
CH,Y25-54,Thousand persons,T,2019,134.0
CH,Y25-54,Thousand persons,T,2020,152.0
CH,Y25-54,Thousand persons,T,2021,156.0
CH,Y25-54,Thousand persons,T,2022,129.0
CH,Y25-54,Thousand persons,T,2023,122.0
CH,Y25-54,Thousand persons,T,2024,137.0
CY,Y25-54,Thousand persons,T,2009,14.0
CY,Y25-54,Thousand persons,T,2010,17.0
CY,Y25-54,Thousand persons,T,2011,22.0
CY,Y25-54,Thousand persons,T,2012,35.0
CY,Y25-54,Thousand persons,T,2013,46.0
CY,Y25-54,Thousand persons,T,2014,46.0
CY,Y25-54,Thousand persons,T,2015,42.0
CY,Y25-54,Thousand persons,T,2016,37.0
CY,Y25-54,Thousand persons,T,2017,34.0
CY,Y25-54,Thousand persons,T,2018,25.0
CY,Y25-54,Thousand persons,T,2019,23.0
CY,Y25-54,Thousand persons,T,2020,25.0
CY,Y25-54,Thousand persons,T,2021,24.0
CY,Y25-54,Thousand persons,T,2022,21.0
CY,Y25-54,Thousand persons,T,2023,20.0
CY,Y25-54,Thousand persons,T,2024,18.0
CZ,Y25-54,Thousand persons,T,2009,240.0
CZ,Y25-54,Thousand persons,T,2010,261.0
CZ,Y25-54,Thousand persons,T,2011,239.0
CZ,Y25-54,Thousand persons,T,2012,247.0
CZ,Y25-54,Thousand persons,T,2013,253.0
CZ,Y25-54,Thousand persons,T,2014,226.0
CZ,Y25-54,Thousand persons,T,2015,188.0
CZ,Y25-54,Thousand persons,T,2016,144.0
CZ,Y25-54,Thousand persons,T,2017,109.0
CZ,Y25-54,Thousand persons,T,2018,83.0
CZ,Y25-54,Thousand persons,T,2019,75.0
CZ,Y25-54,Thousand persons,T,2020,98.0
CZ,Y25-54,Thousand persons,T,2021,106.0
CZ,Y25-54,Thousand persons,T,2022,80.0
CZ,Y25-54,Thousand persons,T,2023,88.0
CZ,Y25-54,Thousand persons,T,2024,91.0
DE,Y25-54,Thousand persons,T,2009,2000.0
DE,Y25-54,Thousand persons,T,2010,1751.0
DE,Y25-54,Thousand persons,T,2011,1437.0
DE,Y25-54,Thousand persons,T,2012,1327.0
DE,Y25-54,Thousand persons,T,2013,1287.0
DE,Y25-54,Thousand persons,T,2014,1235.0
DE,Y25-54,Thousand persons,T,2015,1152.0
DE,Y25-54,Thousand persons,T,2016,1035.0
DE,Y25-54,Thousand persons,T,2017,927.0
DE,Y25-54,Thousand persons,T,2018,833.0
DE,Y25-54,Thousand persons,T,2019,765.0
DE,Y25-54,Thousand persons,T,2020,910.0
DE,Y25-54,Thousand persons,T,2021,922.0
DE,Y25-54,Thousand persons,T,2022,817.0
DE,Y25-54,Thousand persons,T,2023,827.0
DE,Y25-54,Thousand persons,T,2024,936.0
DK,Y25-54,Thousand persons,T,2009,107.0
DK,Y25-54,Thousand persons,T,2010,131.0
DK,Y25-54,Thousand persons,T,2011,128.0
DK,Y25-54,Thousand persons,T,2012,131.0
